上映ID,作品ID,作品名,スクリーンID,上映日,開始時刻,終了時刻,レイトショー,曜日種別,特別日
S00277,M0003,名探偵コナン 隻眼の残像,7,2025-01-05,09:30,11:30,False,土日祝,
S00278,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-01-05,12:00,14:00,False,土日祝,
S00279,M0002,国宝,7,2025-01-05,14:30,16:30,False,土日祝,
S00280,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-01-05,17:00,19:00,False,土日祝,
S00281,M0003,名探偵コナン 隻眼の残像,7,2025-01-05,19:00,21:00,False,土日祝,
S00282,M0002,国宝,7,2025-01-05,21:10,23:10,True,土日祝,
S00283,M0002,国宝,8,2025-01-05,09:30,11:30,False,土日祝,
S00284,M0003,名探偵コナン 隻眼の残像,8,2025-01-05,12:00,14:00,False,土日祝,
S00285,M0003,名探偵コナン 隻眼の残像,8,2025-01-05,14:30,16:30,False,土日祝,
S00286,M0004,劇場版『チェンソーマン レゼ篇』,8,2025-01-05,17:00,19:00,False,土日祝,
S00287,M0002,国宝,8,2025-01-05,19:00,21:00,False,土日祝,
S00288,M0002,国宝,8,2025-01-05,21:10,23:10,True,土日祝,
S00289,M0005,(吹替)ズートピア2,9,2025-01-05,09:30,11:30,False,土日祝,
S00290,M0004,劇場版『チェンソーマン レゼ篇』,9,2025-01-05,12:00,14:00,False,土日祝,
S00291,M0004,劇場版『チェンソーマン レゼ篇』,9,2025-01-05,14:30,16:30,False,土日祝,
S00292,M0005,(吹替)ズートピア2,9,2025-01-05,17:00,19:00,False,土日祝,
S00293,M0005,(吹替)ズートピア2,9,2025-01-05,19:00,21:00,False,土日祝,
S00294,M0003,名探偵コナン 隻眼の残像,9,2025-01-05,21:10,23:10,True,土日祝,
S00295,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-01-05,09:30,11:30,False,土日祝,
S00296,M0003,名探偵コナン 隻眼の残像,10,2025-01-05,12:00,14:00,False,土日祝,
S00297,M0003,名探偵コナン 隻眼の残像,10,2025-01-05,14:30,16:30,False,土日祝,
S00298,M0005,(吹替)ズートピア2,10,2025-01-05,17:00,19:00,False,土日祝,
S00299,M0003,名探偵コナン 隻眼の残像,10,2025-01-05,19:00,21:00,False,土日祝,
S00300,M0002,国宝,10,2025-01-05,21:10,23:10,True,土日祝,
S00301,M0002,国宝,1,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00302,M0004,劇場版『チェンソーマン レゼ篇』,1,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00303,M0005,(吹替)ズートピア2,1,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00304,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00305,M0003,名探偵コナン 隻眼の残像,1,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00306,M0003,名探偵コナン 隻眼の残像,1,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00307,M0003,名探偵コナン 隻眼の残像,2,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00308,M0005,(吹替)ズートピア2,2,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00309,M0003,名探偵コナン 隻眼の残像,2,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00310,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00311,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00312,M0001,劇場版「鬼滅の刃」無限城編　第一章,2,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00313,M0003,名探偵コナン 隻眼の残像,3,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00314,M0005,(吹替)ズートピア2,3,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00315,M0005,(吹替)ズートピア2,3,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00316,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00317,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00318,M0003,名探偵コナン 隻眼の残像,3,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00319,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00320,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00321,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00322,M0003,名探偵コナン 隻眼の残像,4,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00323,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00324,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00325,M0003,名探偵コナン 隻眼の残像,5,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00326,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00327,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00328,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00329,M0005,(吹替)ズートピア2,5,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00330,M0003,名探偵コナン 隻眼の残像,5,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00331,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00332,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00333,M0003,名探偵コナン 隻眼の残像,6,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00334,M0004,劇場版『チェンソーマン レゼ篇』,6,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00335,M0004,劇場版『チェンソーマン レゼ篇』,6,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00336,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00337,M0005,(吹替)ズートピア2,7,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00338,M0002,国宝,7,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00339,M0005,(吹替)ズートピア2,7,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00340,M0004,劇場版『チェンソーマン レゼ篇』,7,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00341,M0004,劇場版『チェンソーマン レゼ篇』,7,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00342,M0004,劇場版『チェンソーマン レゼ篇』,7,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00343,M0001,劇場版「鬼滅の刃」無限城編　第一章,8,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00344,M0002,国宝,8,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00345,M0001,劇場版「鬼滅の刃」無限城編　第一章,8,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00346,M0005,(吹替)ズートピア2,8,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00347,M0003,名探偵コナン 隻眼の残像,8,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00348,M0002,国宝,8,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00349,M0004,劇場版『チェンソーマン レゼ篇』,9,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00350,M0002,国宝,9,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00351,M0005,(吹替)ズートピア2,9,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00352,M0003,名探偵コナン 隻眼の残像,9,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00353,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00354,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00355,M0005,(吹替)ズートピア2,10,2025-01-06,09:30,11:30,False,平日,メンズデイ
S00356,M0001,劇場版「鬼滅の刃」無限城編　第一章,10,2025-01-06,12:00,14:00,False,平日,メンズデイ
S00357,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-01-06,14:30,16:30,False,平日,メンズデイ
S00358,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-01-06,17:00,19:00,False,平日,メンズデイ
S00359,M0001,劇場版「鬼滅の刃」無限城編　第一章,10,2025-01-06,19:00,21:00,False,平日,メンズデイ
S00360,M0002,国宝,10,2025-01-06,21:10,23:10,True,平日,メンズデイ
S00361,M0003,名探偵コナン 隻眼の残像,1,2025-01-07,09:30,11:30,False,平日,
S00362,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-01-07,12:00,14:00,False,平日,
S00363,M0005,(吹替)ズートピア2,1,2025-01-07,14:30,16:30,False,平日,
S00364,M0005,(吹替)ズートピア2,1,2025-01-07,17:00,19:00,False,平日,
S00365,M0004,劇場版『チェンソーマン レゼ篇』,1,2025-01-07,19:00,21:00,False,平日,
S00366,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-01-07,21:10,23:10,True,平日,
S00367,M0005,(吹替)ズートピア2,2,2025-01-07,09:30,11:30,False,平日,
S00368,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-01-07,12:00,14:00,False,平日,
S00369,M0005,(吹替)ズートピア2,2,2025-01-07,14:30,16:30,False,平日,
S00370,M0002,国宝,2,2025-01-07,17:00,19:00,False,平日,
S00371,M0003,名探偵コナン 隻眼の残像,2,2025-01-07,19:00,21:00,False,平日,
S00372,M0003,名探偵コナン 隻眼の残像,2,2025-01-07,21:10,23:10,True,平日,
S00373,M0005,(吹替)ズートピア2,3,2025-01-07,09:30,11:30,False,平日,
S00374,M0003,名探偵コナン 隻眼の残像,3,2025-01-07,12:00,14:00,False,平日,
S00375,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-01-07,14:30,16:30,False,平日,
S00376,M0002,国宝,3,2025-01-07,17:00,19:00,False,平日,
S00377,M0001,劇場版「鬼滅の刃」無限城編　第一章,3,2025-01-07,19:00,21:00,False,平日,
S00378,M0001,劇場版「鬼滅の刃」無限城編　第一章,3,2025-01-07,21:10,23:10,True,平日,
S00379,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-01-07,09:30,11:30,False,平日,
S00380,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-01-07,12:00,14:00,False,平日,
S00381,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-01-07,14:30,16:30,False,平日,
S00382,M0005,(吹替)ズートピア2,4,2025-01-07,17:00,19:00,False,平日,
S00383,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-01-07,19:00,21:00,False,平日,
S00384,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-01-07,21:10,23:10,True,平日,
S00385,M0001,劇場版「鬼滅の刃」無限城編　第一章,5,2025-01-07,09:30,11:30,False,平日,
S00386,M0003,名探偵コナン 隻眼の残像,5,2025-01-07,12:00,14:00,False,平日,
S00387,M0002,国宝,5,2025-01-07,14:30,16:30,False,平日,
S00388,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-01-07,17:00,19:00,False,平日,
S00389,M0002,国宝,5,2025-01-07,19:00,21:00,False,平日,
S00390,M0005,(吹替)ズートピア2,5,2025-01-07,21:10,23:10,True,平日,
S00391,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-07,09:30,11:30,False,平日,
S00392,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-07,12:00,14:00,False,平日,
S00393,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-07,14:30,16:30,False,平日,
S00394,M0005,(吹替)ズートピア2,6,2025-01-07,17:00,19:00,False,平日,
S00395,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-07,19:00,21:00,False,平日,
S00396,M0004,劇場版『チェンソーマン レゼ篇』,6,2025-01-07,21:10,23:10,True,平日,
S00397,M0002,国宝,7,2025-01-07,09:30,11:30,False,平日,
S00398,M0002,国宝,7,2025-01-07,12:00,14:00,False,平日,
S00399,M0005,(吹替)ズートピア2,7,2025-01-07,14:30,16:30,False,平日,
S00400,M0004,劇場版『チェンソーマン レゼ篇』,7,2025-01-07,17:00,19:00,False,平日,
S00401,M0005,(吹替)ズートピア2,7,2025-01-07,19:00,21:00,False,平日,
S00402,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-01-07,21:10,23:10,True,平日,
S00403,M0002,国宝,8,2025-01-07,09:30,11:30,False,平日,
S00404,M0003,名探偵コナン 隻眼の残像,8,2025-01-07,12:00,14:00,False,平日,
S00405,M0005,(吹替)ズートピア2,8,2025-01-07,14:30,16:30,False,平日,
S00406,M0003,名探偵コナン 隻眼の残像,8,2025-01-07,17:00,19:00,False,平日,
S00407,M0005,(吹替)ズートピア2,8,2025-01-07,19:00,21:00,False,平日,
S00408,M0001,劇場版「鬼滅の刃」無限城編　第一章,8,2025-01-07,21:10,23:10,True,平日,
S00409,M0005,(吹替)ズートピア2,9,2025-01-07,09:30,11:30,False,平日,
S00410,M0003,名探偵コナン 隻眼の残像,9,2025-01-07,12:00,14:00,False,平日,
S00411,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-01-07,14:30,16:30,False,平日,
S00412,M0004,劇場版『チェンソーマン レゼ篇』,9,2025-01-07,17:00,19:00,False,平日,
S00413,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-01-07,19:00,21:00,False,平日,
S00414,M0003,名探偵コナン 隻眼の残像,9,2025-01-07,21:10,23:10,True,平日,
S00415,M0003,名探偵コナン 隻眼の残像,10,2025-01-07,09:30,11:30,False,平日,
S00416,M0003,名探偵コナン 隻眼の残像,10,2025-01-07,12:00,14:00,False,平日,
S00417,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-01-07,14:30,16:30,False,平日,
S00418,M0005,(吹替)ズートピア2,10,2025-01-07,17:00,19:00,False,平日,
S00419,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-01-07,19:00,21:00,False,平日,
S00420,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-01-07,21:10,23:10,True,平日,
S00421,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-01-08,09:30,11:30,False,平日,
S00422,M0005,(吹替)ズートピア2,1,2025-01-08,12:00,14:00,False,平日,
S00423,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-01-08,14:30,16:30,False,平日,
S00424,M0001,劇場版「鬼滅の刃」無限城編　第一章,1,2025-01-08,17:00,19:00,False,平日,
S00425,M0002,国宝,1,2025-01-08,19:00,21:00,False,平日,
S00426,M0005,(吹替)ズートピア2,1,2025-01-08,21:10,23:10,True,平日,
S00427,M0003,名探偵コナン 隻眼の残像,2,2025-01-08,09:30,11:30,False,平日,
S00428,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-01-08,12:00,14:00,False,平日,
S00429,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-01-08,14:30,16:30,False,平日,
S00430,M0005,(吹替)ズートピア2,2,2025-01-08,17:00,19:00,False,平日,
S00431,M0001,劇場版「鬼滅の刃」無限城編　第一章,2,2025-01-08,19:00,21:00,False,平日,
S00432,M0003,名探偵コナン 隻眼の残像,2,2025-01-08,21:10,23:10,True,平日,
S00433,M0003,名探偵コナン 隻眼の残像,3,2025-01-08,09:30,11:30,False,平日,
S00434,M0005,(吹替)ズートピア2,3,2025-01-08,12:00,14:00,False,平日,
S00435,M0001,劇場版「鬼滅の刃」無限城編　第一章,3,2025-01-08,14:30,16:30,False,平日,
S00436,M0002,国宝,3,2025-01-08,17:00,19:00,False,平日,
S00437,M0002,国宝,3,2025-01-08,19:00,21:00,False,平日,
S00438,M0003,名探偵コナン 隻眼の残像,3,2025-01-08,21:10,23:10,True,平日,
S00439,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-01-08,09:30,11:30,False,平日,
S00440,M0003,名探偵コナン 隻眼の残像,4,2025-01-08,12:00,14:00,False,平日,
S00441,M0003,名探偵コナン 隻眼の残像,4,2025-01-08,14:30,16:30,False,平日,
S00442,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-01-08,17:00,19:00,False,平日,
S00443,M0002,国宝,4,2025-01-08,19:00,21:00,False,平日,
S00444,M0003,名探偵コナン 隻眼の残像,4,2025-01-08,21:10,23:10,True,平日,
S00445,M0002,国宝,5,2025-01-08,09:30,11:30,False,平日,
S00446,M0001,劇場版「鬼滅の刃」無限城編　第一章,5,2025-01-08,12:00,14:00,False,平日,
S00447,M0003,名探偵コナン 隻眼の残像,5,2025-01-08,14:30,16:30,False,平日,
S00448,M0003,名探偵コナン 隻眼の残像,5,2025-01-08,17:00,19:00,False,平日,
S00449,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-01-08,19:00,21:00,False,平日,
S00450,M0003,名探偵コナン 隻眼の残像,5,2025-01-08,21:10,23:10,True,平日,
S00451,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-01-08,09:30,11:30,False,平日,
S00452,M0005,(吹替)ズートピア2,6,2025-01-08,12:00,14:00,False,平日,
S00453,M0003,名探偵コナン 隻眼の残像,6,2025-01-08,14:30,16:30,False,平日,
S00454,M0004,劇場版『チェンソーマン レゼ篇』,6,2025-01-08,17:00,19:00,False,平日,
S00455,M0005,(吹替)ズートピア2,6,2025-01-08,19:00,21:00,False,平日,
S00456,M0005,(吹替)ズートピア2,6,2025-01-08,21:10,23:10,True,平日,
S00457,M0005,(吹替)ズートピア2,7,2025-01-08,09:30,11:30,False,平日,
S00458,M0002,国宝,7,2025-01-08,12:00,14:00,False,平日,
S00459,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-01-08,14:30,16:30,False,平日,
S00460,M0003,名探偵コナン 隻眼の残像,7,2025-01-08,17:00,19:00,False,平日,
S00461,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-01-08,19:00,21:00,False,平日,
S00462,M0003,名探偵コナン 隻眼の残像,7,2025-01-08,21:10,23:10,True,平日,
S00463,M0001,劇場版「鬼滅の刃」無限城編　第一章,8,2025-01-08,09:30,11:30,False,平日,
S00464,M0002,国宝,8,2025-01-08,12:00,14:00,False,平日,
S00465,M0003,名探偵コナン 隻眼の残像,8,2025-01-08,14:30,16:30,False,平日,
S00466,M0003,名探偵コナン 隻眼の残像,8,2025-01-08,17:00,19:00,False,平日,
S00467,M0001,劇場版「鬼滅の刃」無限城編　第一章,8,2025-01-08,19:00,21:00,False,平日,
S00468,M0002,国宝,8,2025-01-08,21:10,23:10,True,平日,
S00469,M0005,(吹替)ズートピア2,9,2025-01-08,09:30,11:30,False,平日,
S00470,M0004,劇場版『チェンソーマン レゼ篇』,9,2025-01-08,12:00,14:00,False,平日,
S00471,M0003,名探偵コナン 隻眼の残像,9,2025-01-08,14:30,16:30,False,平日,
S00472,M0003,名探偵コナン 隻眼の残像,9,2025-01-08,17:00,19:00,False,平日,
S00473,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-01-08,19:00,21:00,False,平日,
